QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,CUSTOMERNAME,CITY,COUNTRY,DEALSIZE,MSRP_Product
47,100.0,2,6154.18,Shipped,2,4,2004,Vintage Cars,Diecast Collectables,Boston,USA,Medium,127S18_2325
37,100.0,13,4750.8,Shipped,3,8,2004,Vintage Cars,Amica Models & Co.,Torino,Italy,Medium,127S18_2325
31,100.0,2,3822.92,Shipped,3,9,2004,Vintage Cars,Handji Gifts& Co,Singapore,Singapore,Medium,127S18_2325
24,100.0,17,2440.8,Shipped,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,France,Small,127S18_2325
31,100.0,14,4729.36,Shipped,4,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,127S18_2325
50,100.0,6,12536.5,Shipped,4,11,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,USA,Large,127S18_2325
35,64.69,8,2264.15,Shipped,4,11,2004,Vintage Cars,"AV Stores, Co.",Manchester,UK,Small,127S18_2325
30,100.0,3,3928.2,Shipped,4,11,2004,Vintage Cars,Marseille Mini Autos,Marseille,France,Medium,127S18_2325
29,100.0,3,3630.22,Shipped,4,12,2004,Vintage Cars,Lyon Souveniers,Paris,France,Medium,127S18_2325
27,100.0,5,4196.07,Resolved,1,1,2005,Vintage Cars,Toys4GrownUps.com,Pasadena,USA,Medium,127S18_2325
40,100.0,10,4931.6,Shipped,1,2,2005,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Medium,127S18_2325
31,98.99,16,3068.69,Shipped,1,3,2005,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,127S18_2325
6,100.0,2,785.64,Shipped,2,4,2005,Vintage Cars,Handji Gifts& Co,Singapore,Singapore,Small,127S18_2325
45,100.0,2,4977.0,In Process,2,5,2005,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,Medium,127S18_2325
22,54.09,2,1189.98,Shipped,1,1,2003,Trucks and Buses,Baane Mini Imports,Stavern,Norway,Small,60S18_2432
45,68.67,6,3090.15,Shipped,2,4,2003,Trucks and Buses,"La Corne D'abondance, Co.",Paris,France,Medium,60S18_2432
43,65.02,2,2795.86,Shipped,2,5,2003,Trucks and Buses,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small,60S18_2432
46,61.99,2,2851.54,Shipped,3,7,2003,Trucks and Buses,Technics Stores Inc.,Burlingame,USA,Small,60S18_2432
39,69.28,9,2701.92,Shipped,3,9,2003,Trucks and Buses,"Oulu Toy Supplies, Inc.",Oulu,Finland,Small,60S18_2432
31,71.1,18,2204.1,Shipped,4,10,2003,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small,60S18_2432
41,69.28,7,2840.48,Shipped,4,11,2003,Trucks and Buses,"Stylish Desk Decors, Co.",London,UK,Small,60S18_2432
44,60.16,12,2647.04,Shipped,4,11,2003,Trucks and Buses,"Iberia Gift Imports, Corp.",Sevilla,Spain,Small,60S18_2432
45,70.49,2,3172.05,Shipped,4,11,2003,Trucks and Buses,"Saveley & Henriot, Co.",Lyon,France,Medium,60S18_2432
37,69.89,13,2585.93,Shipped,4,12,2003,Trucks and Buses,Diecast Collectables,Boston,USA,Small,60S18_2432
35,61.38,2,2148.3,Shipped,1,2,2004,Trucks and Buses,Handji Gifts& Co,Singapore,Singapore,Small,60S18_2432
28,59.55,7,1667.4,Shipped,1,3,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,60S18_2432
30,61.99,11,1859.7,Shipped,2,5,2004,Trucks and Buses,Euro Shopping Channel,Madrid,Spain,Small,60S18_2432
30,49.22,10,1476.6,Shipped,2,6,2004,Trucks and Buses,Handji Gifts& Co,Singapore,Singapore,Small,60S18_2432
25,69.28,11,1732.0,Shipped,3,7,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,60S18_2432
29,57.73,7,1674.17,Shipped,3,8,2004,Trucks and Buses,Diecast Classics Inc.,Allentown,USA,Small,60S18_2432
26,57.73,2,1500.98,Shipped,3,9,2004,Trucks and Buses,Scandinavian Gift Ideas,Boras,Sweden,Small,60S18_2432
41,53.48,11,2192.68,Shipped,4,10,2004,Trucks and Buses,Marta's Replicas Co.,Cambridge,USA,Small,60S18_2432
34,52.87,5,1797.58,Shipped,4,10,2004,Trucks and Buses,Canadian Gift Exchange Network,Vancouver,Canada,Small,60S18_2432
35,61.21,11,2142.35,Shipped,4,11,2004,Trucks and Buses,Online Diecast Creations Co.,Nashua,USA,Small,60S18_2432
34,61.38,1,2086.92,On Hold,4,11,2004,Trucks and Buses,"Volvo Model Replicas, Co",Lule,Sweden,Small,60S18_2432
50,100.0,8,6834.5,Shipped,4,11,2004,Trucks and Buses,"Australian Collectors, Co.",Melbourne,Australia,Medium,60S18_2432
41,61.99,7,2541.59,Shipped,4,12,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,60S18_2432
22,96.86,7,2130.92,Shipped,1,1,2005,Trucks and Buses,"Anna's Decorations, Ltd",North Sydney,Australia,Small,60S18_2432
35,48.62,7,1701.7,Shipped,1,2,2005,Trucks and Buses,Corporate Gift Ideas Co.,San Francisco,USA,Small,60S18_2432
44,38.5,5,1694.0,Shipped,1,3,2005,Trucks and Buses,"Anna's Decorations, Ltd",North Sydney,Australia,Small,60S18_2432
47,61.99,11,2913.53,Shipped,2,5,2005,Trucks and Buses,Euro Shopping Channel,Madrid,Spain,Small,60S18_2432
19,49.22,10,935.18,In Process,2,5,2005,Trucks and Buses,La Rochelle Gifts,Nantes,France,Small,60S18_2432
34,90.39,2,3073.26,Shipped,1,2,2003,Planes,Rovelli Gifts,Bergamo,Italy,Medium,84S18_2581
29,71.81,8,2082.49,Shipped,2,4,2003,Planes,"Australian Collectors, Co.",Melbourne,Australia,Small,84S18_2581
49,69.27,3,3394.23,Shipped,2,6,2003,Planes,Euro Shopping Channel,Madrid,Spain,Medium,84S18_2581
30,85.32,14,2559.6,Shipped,3,8,2003,Planes,Toys4GrownUps.com,Pasadena,USA,Small,84S18_2581
21,70.96,9,1490.16,Shipped,4,10,2003,Planes,Technics Stores Inc.,Burlingame,USA,Small,84S18_2581
50,76.88,7,3844.0,Shipped,1,1,2004,Planes,Osaka Souveniers Co.,Osaka,Japan,Medium,84S18_2581
47,100.0,9,4724.91,Shipped,1,2,2004,Planes,"Australian Collectors, Co.",Melbourne,Australia,Medium,84S18_2581
24,76.03,3,1824.72,Shipped,2,4,2004,Planes,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Small,84S18_2581
27,98.84,4,2668.68,Shipped,2,5,2004,Planes,The Sharp Gifts Warehouse,San Jose,USA,Small,84S18_2581
33,86.17,10,2843.61,Shipped,2,6,2004,Planes,Gift Depot Inc.,Bridgewater,USA,Small,84S18_2581
35,90.39,9,3163.65,Shipped,3,7,2004,Planes,La Rochelle Gifts,Nantes,France,Medium,84S18_2581
31,71.81,1,2226.11,Shipped,3,8,2004,Planes,"Norway Gifts By Mail, Co.",Oslo,Norway,Small,84S18_2581
25,82.79,4,2069.75,Shipped,3,9,2004,Planes,"Clover Collections, Co.",Dublin,Ireland,Small,84S18_2581
27,82.79,7,2235.33,Shipped,4,10,2004,Planes,Mini Classics,White Plains,USA,Small,84S18_2581
31,100.0,9,3116.43,Shipped,4,11,2004,Planes,Diecast Classics Inc.,Allentown,USA,Medium,84S18_2581
45,100.0,8,4781.7,Resolved,4,11,2004,Planes,Danish Wholesale Imports,Kobenhavn,Denmark,Medium,84S18_2581
27,100.0,2,2810.7,Shipped,4,11,2004,Planes,"Tokyo Collectables, Ltd",Minato-ku,Japan,Small,84S18_2581
27,100.0,1,3515.67,Shipped,4,12,2004,Planes,Gift Ideas Corp.,Glendale,USA,Medium,84S18_2581
42,69.27,2,2909.34,Shipped,1,2,2005,Planes,"Australian Gift Network, Co",South Brisbane,Australia,Small,84S18_2581
21,74.77,18,1570.17,Resolved,1,3,2005,Planes,Euro Shopping Channel,Madrid,Spain,Small,84S18_2581
34,76.88,15,2613.92,Shipped,1,3,2005,Planes,Reims Collectables,Reims,France,Small,84S18_2581
42,76.03,3,3193.26,On Hold,2,4,2005,Planes,Tekni Collectables Inc.,Newark,USA,Medium,84S18_2581
15,98.84,4,1482.6,Shipped,2,5,2005,Planes,L'ordine Souveniers,Reggio Emilia,Italy,Small,84S18_2581
29,70.87,6,2055.23,Shipped,1,2,2003,Motorcycles,Land of Toys Inc.,NYC,USA,Small,60S18_2625
46,58.15,4,2674.9,Shipped,2,4,2003,Motorcycles,"Australian Collectors, Co.",Melbourne,Australia,Small,60S18_2625
30,61.78,6,1853.4,Shipped,3,7,2003,Motorcycles,Lyon Souveniers,Paris,France,Small,60S18_2625
30,49.67,10,1490.1,Shipped,3,8,2003,Motorcycles,Toys4GrownUps.com,Pasadena,USA,Small,60S18_2625
42,51.48,18,2162.16,Shipped,4,10,2003,Motorcycles,Corporate Gift Ideas Co.,San Francisco,USA,Small,60S18_2625
46,61.18,5,2814.28,Shipped,4,10,2003,Motorcycles,Technics Stores Inc.,Burlingame,USA,Small,60S18_2625
25,64.2,13,1605.0,Shipped,4,11,2003,Motorcycles,Daedalus Designs Imports,Lille,France,Small,60S18_2625
32,65.42,5,2093.44,Shipped,4,11,2003,Motorcycles,Herkku Gifts,Bergen,Norway,Small,60S18_2625
30,64.81,6,1944.3,Shipped,4,12,2003,Motorcycles,Mini Wheels Co.,San Francisco,USA,Small,60S18_2625
40,49.67,3,1986.8,Shipped,1,1,2004,Motorcycles,Osaka Souveniers Co.,Osaka,Japan,Small,60S18_2625
28,60.57,5,1695.96,Shipped,1,2,2004,Motorcycles,"Australian Collectors, Co.",Melbourne,Australia,Small,60S18_2625
23,55.72,2,1281.56,Shipped,2,4,2004,Motorcycles,Motor Mint Distributors Inc.,Philadelphia,USA,Small,60S18_2625
29,61.18,6,1774.22,Shipped,2,5,2004,Motorcycles,Tekni Collectables Inc.,Newark,USA,Small,60S18_2625
34,58.75,6,1997.5,Shipped,2,6,2004,Motorcycles,Gift Depot Inc.,Bridgewater,USA,Small,60S18_2625
37,63.6,5,2353.2,Shipped,3,7,2004,Motorcycles,La Rochelle Gifts,Nantes,France,Small,60S18_2625
20,49.06,10,981.2,Shipped,3,8,2004,Motorcycles,Marta's Replicas Co.,Cambridge,USA,Small,60S18_2625
32,48.46,2,1550.72,Shipped,3,9,2004,Motorcycles,Atelier graphique,Nantes,France,Small,60S18_2625
34,52.09,3,1771.06,Shipped,4,10,2004,Motorcycles,Mini Classics,White Plains,USA,Small,60S18_2625
42,52.7,5,2213.4,Shipped,4,11,2004,Motorcycles,Diecast Classics Inc.,Allentown,USA,Small,60S18_2625
38,100.0,12,5266.04,Shipped,4,11,2004,Motorcycles,Land of Toys Inc.,NYC,USA,Medium,60S18_2625
30,62.16,1,1864.8,Shipped,4,11,2004,Motorcycles,"Tokyo Collectables, Ltd",Minato-ku,Japan,Small,60S18_2625
23,49.67,3,1142.41,Shipped,1,1,2005,Motorcycles,Technics Stores Inc.,Burlingame,USA,Small,60S18_2625
22,53.3,4,1172.6,Shipped,1,2,2005,Motorcycles,"Australian Gift Network, Co",South Brisbane,Australia,Small,60S18_2625
39,100.0,5,6981.0,Shipped,1,3,2005,Motorcycles,Scandinavian Gift Ideas,Boras,Sweden,Medium,60S18_2625
55,55.72,2,3064.6,Shipped,2,4,2005,Motorcycles,Auto Canal Petit,Paris,France,Medium,60S18_2625
36,61.18,6,2202.48,Disputed,2,5,2005,Motorcycles,Euro Shopping Channel,Madrid,Spain,Small,60S18_2625
26,100.0,1,3773.38,Shipped,1,1,2003,Vintage Cars,"Blauer See Auto, Co.",Frankfurt,Germany,Medium,168S18_2795
31,100.0,1,5074.39,Shipped,1,3,2003,Vintage Cars,"AV Stores, Co.",Manchester,UK,Medium,168S18_2795
34,100.0,2,6483.46,Shipped,2,5,2003,Vintage Cars,"Australian Collectors, Co.",Melbourne,Australia,Medium,168S18_2795
41,100.0,8,7956.46,Shipped,3,7,2003,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,Large,168S18_2795
23,100.0,5,4230.62,Shipped,3,9,2003,Vintage Cars,Signal Collectibles Ltd.,Brisbane,USA,Medium,168S18_2795
48,100.0,3,7209.12,Shipped,4,10,2003,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,USA,Large,168S18_2795
22,100.0,7,3452.68,Shipped,4,11,2003,Vintage Cars,Rovelli Gifts,Bergamo,Italy,Medium,168S18_2795
21,100.0,4,3047.73,Shipped,4,11,2003,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,168S18_2795
22,100.0,8,3675.32,Shipped,4,11,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,Medium,168S18_2795
40,100.0,3,7492.4,Shipped,4,12,2003,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Large,168S18_2795
50,100.0,1,9534.5,Shipped,1,1,2004,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,Large,168S18_2795
29,100.0,4,5579.02,Shipped,1,3,2004,Vintage Cars,"Saveley & Henriot, Co.",Lyon,France,Medium,168S18_2795
43,100.0,8,5950.34,Shipped,2,4,2004,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Medium,168S18_2795
24,100.0,1,3726.0,Shipped,2,6,2004,Vintage Cars,Mini Caravy,Strasbourg,France,Medium,168S18_2795
22,100.0,10,4455.0,Shipped,3,8,2004,Vintage Cars,Amica Models & Co.,Torino,Italy,Medium,168S18_2795
43,100.0,3,8272.34,Shipped,3,9,2004,Vintage Cars,Herkku Gifts,Bergen,Norway,Large,168S18_2795
20,100.0,14,3577.6,Shipped,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,France,Medium,168S18_2795
25,100.0,11,3881.25,Shipped,4,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,168S18_2795
36,100.0,2,5797.44,Shipped,4,11,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,USA,Medium,168S18_2795
24,52.67,1,1264.08,Shipped,4,11,2004,Vintage Cars,"AV Stores, Co.",Manchester,UK,Small,168S18_2795
21,100.0,6,4815.3,Shipped,4,11,2004,Vintage Cars,"Australian Collectors, Co.",Melbourne,Australia,Medium,168S18_2795
30,100.0,1,4462.2,Shipped,4,12,2004,Vintage Cars,Lyon Souveniers,Paris,France,Medium,168S18_2795
32,94.79,7,3033.28,Resolved,1,1,2005,Vintage Cars,Toys4GrownUps.com,Pasadena,USA,Medium,168S18_2795
21,47.18,8,990.78,Shipped,1,2,2005,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Small,168S18_2795
26,78.11,7,2030.86,Shipped,1,3,2005,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,168S18_2795
35,100.0,1,5433.75,In Process,2,5,2005,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,168S18_2795
26,100.0,1,3157.44,Shipped,1,3,2003,Classic Cars,Motor Mint Distributors Inc.,Philadelphia,USA,Medium,132S18_2870
46,100.0,3,5161.2,Shipped,2,5,2003,Classic Cars,Atelier graphique,Nantes,France,Medium,132S18_2870
37,100.0,3,4346.76,Shipped,3,7,2003,Classic Cars,Reims Collectables,Reims,France,Medium,132S18_2870
27,100.0,10,3528.36,Shipped,3,9,2003,Classic Cars,"Anna's Decorations, Ltd",North Sydney,Australia,Medium,132S18_2870
23,100.0,9,3187.8,Shipped,4,10,2003,Classic Cars,Heintze Collectables,Aaarhus,Denmark,Medium,132S18_2870
39,100.0,7,6023.16,Shipped,4,11,2003,Classic Cars,Gift Depot Inc.,Bridgewater,USA,Medium,132S18_2870
27,100.0,3,3884.76,Shipped,4,11,2003,Classic Cars,Herkku Gifts,Bergen,Norway,Medium,132S18_2870
38,100.0,8,4965.84,Shipped,4,11,2003,Classic Cars,Online Diecast Creations Co.,Nashua,USA,Medium,132S18_2870
27,100.0,14,4169.88,Shipped,4,12,2003,Classic Cars,Muscle Machine Inc,NYC,USA,Medium,132S18_2870
40,100.0,7,4910.4,Shipped,1,1,2004,Classic Cars,Euro Shopping Channel,Madrid,Spain,Medium,132S18_2870
24,100.0,5,3231.36,Shipped,1,2,2004,Classic Cars,Collectable Mini Designs Co.,San Diego,USA,Medium,132S18_2870
44,100.0,12,6853.44,Shipped,2,4,2004,Classic Cars,Mini Caravy,Strasbourg,France,Medium,132S18_2870
37,100.0,2,5177.04,Cancelled,2,6,2004,Classic Cars,"UK Collectables, Ltd.",Liverpool,UK,Medium,132S18_2870
20,100.0,3,2824.8,Shipped,3,7,2004,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,Small,132S18_2870
39,100.0,3,4324.32,Shipped,3,8,2004,Classic Cars,Signal Gift Stores,Las Vegas,USA,Medium,132S18_2870
44,100.0,1,5052.96,Shipped,3,8,2004,Classic Cars,"Vida Sport, Ltd",Gensve,Switzerland,Medium,132S18_2870
22,100.0,5,3223.44,Shipped,4,10,2003,Classic Cars,"Norway Gifts By Mail, Co.",Oslo,Norway,Medium,132S18_2870
43,100.0,10,5278.68,Shipped,4,10,2004,Classic Cars,Euro Shopping Channel,Madrid,Spain,Medium,132S18_2870
27,100.0,7,2851.2,Shipped,4,11,2004,Classic Cars,FunGiftIdeas.com,New Bedford,USA,Small,132S18_2870
26,64.9,10,1687.4,Shipped,4,11,2004,Classic Cars,Motor Mint Distributors Inc.,Philadelphia,USA,Small,132S18_2870
25,52.32,3,1308.0,Shipped,4,11,2004,Classic Cars,Reims Collectables,Reims,France,Small,132S18_2870
49,100.0,2,6144.6,Shipped,1,1,2005,Classic Cars,Royale Belge,Charleroi,Belgium,Medium,132S18_2870
29,100.0,5,5127.2,Shipped,1,2,2005,Classic Cars,Euro Shopping Channel,Madrid,Spain,Medium,132S18_2870
41,100.0,12,6386.16,On Hold,2,4,2005,Classic Cars,The Sharp Gifts Warehouse,San Jose,USA,Medium,132S18_2870
55,100.0,2,7695.6,Shipped,2,5,2005,Classic Cars,Salzburg Collectables,Salzburg,Austria,Large,132S18_2870
27,83.07,12,2242.89,Shipped,1,1,2003,Vintage Cars,Baane Mini Imports,Stavern,Norway,Small,101S18_2949
23,100.0,2,2539.89,Shipped,1,3,2003,Vintage Cars,"Volvo Model Replicas, Co",Lule,Sweden,Small,101S18_2949
31,90.17,12,2795.27,Shipped,2,5,2003,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small,101S18_2949
46,100.0,1,5545.76,Shipped,3,7,2003,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,Medium,101S18_2949
47,91.18,9,4285.46,Shipped,3,9,2003,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium,101S18_2949
31,100.0,2,3329.09,Shipped,4,10,2003,Vintage Cars,Classic Legends Inc.,NYC,USA,Medium,101S18_2949
46,100.0,5,5592.22,Shipped,4,11,2003,Vintage Cars,"Australian Gift Network, Co",South Brisbane,Australia,Medium,101S18_2949
37,89.15,9,3298.55,Shipped,4,11,2003,Vintage Cars,"Classic Gift Ideas, Inc",Philadelphia,USA,Medium,101S18_2949
28,93.21,1,2609.88,Shipped,4,11,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,Small,101S18_2949
37,90.17,7,3336.29,Shipped,4,12,2003,Vintage Cars,Canadian Gift Exchange Network,Vancouver,Canada,Medium,101S18_2949
49,100.0,4,5510.05,Shipped,1,1,2004,Vintage Cars,West Coast Collectables Co.,Burbank,USA,Medium,101S18_2949
24,100.0,3,2504.4,Shipped,1,3,2004,Vintage Cars,Cambridge Collectables Co.,Cambridge,USA,Small,101S18_2949
30,100.0,1,3525.6,Shipped,2,4,2004,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Medium,101S18_2949
50,88.14,1,4407.0,Shipped,2,6,2004,Vintage Cars,The Sharp Gifts Warehouse,San Jose,USA,Medium,101S18_2949
31,96.24,10,2983.44,Shipped,3,7,2004,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,Small,101S18_2949
46,100.0,3,5126.24,Shipped,3,8,2004,Vintage Cars,Amica Models & Co.,Torino,Italy,Medium,101S18_2949
47,100.0,12,5713.79,Shipped,3,9,2004,Vintage Cars,Scandinavian Gift Ideas,Boras,Sweden,Medium,101S18_2949
46,100.0,7,4613.8,Shipped,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,France,Medium,101S18_2949
37,100.0,4,3711.1,Shipped,4,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,101S18_2949
33,100.0,12,3524.73,Shipped,4,11,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,USA,Medium,101S18_2949
31,90.17,5,2795.27,Shipped,4,11,2004,Vintage Cars,Mini Wheels Co.,San Francisco,USA,Small,101S18_2949
48,100.0,9,4814.4,Shipped,4,11,2004,Vintage Cars,"Australian Collectors, Co.",Melbourne,Australia,Medium,101S18_2949
41,87.13,6,3572.33,Shipped,4,12,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,101S18_2949
42,100.0,1,4581.36,Shipped,1,1,2005,Vintage Cars,Collectables For Less Inc.,Brickhaven,USA,Medium,101S18_2949
41,100.0,8,4319.76,Shipped,1,2,2005,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,USA,Medium,101S18_2949
32,45.25,6,1448.0,Shipped,1,3,2005,Vintage Cars,"Anna's Decorations, Ltd",North Sydney,Australia,Small,101S18_2949
10,88.14,1,881.4,In Process,2,5,2005,Vintage Cars,Petit Auto,Bruxelles,Belgium,Small,101S18_2949
35,57.46,14,2011.1,Shipped,1,1,2003,Vintage Cars,Baane Mini Imports,Stavern,Norway,Small,62S18_2957
28,64.33,2,1801.24,Shipped,1,3,2003,Vintage Cars,Mini Wheels Co.,San Francisco,USA,Small,62S18_2957
46,73.7,14,3390.2,Shipped,2,5,2003,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,Medium,62S18_2957
20,71.2,3,1424.0,Shipped,3,7,2003,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,Small,62S18_2957
30,49.97,11,1499.1,Shipped,3,9,2003,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small,62S18_2957
48,69.96,4,3358.08,Shipped,4,10,2003,Vintage Cars,Classic Legends Inc.,NYC,USA,Medium,62S18_2957
28,53.72,2,1504.16,Shipped,4,11,2003,Vintage Cars,Rovelli Gifts,Bergamo,Italy,Small,62S18_2957
39,68.08,11,2655.12,Shipped,4,11,2003,Vintage Cars,"Classic Gift Ideas, Inc",Philadelphia,USA,Small,62S18_2957
24,51.84,3,1244.16,Shipped,4,11,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,Small,62S18_2957
28,67.46,9,1888.88,Shipped,4,12,2003,Vintage Cars,Canadian Gift Exchange Network,Vancouver,Canada,Small,62S18_2957
31,58.71,6,1820.01,Shipped,1,1,2004,Vintage Cars,West Coast Collectables Co.,Burbank,USA,Small,62S18_2957
45,63.71,5,2866.95,Shipped,1,3,2004,Vintage Cars,Cambridge Collectables Co.,Cambridge,USA,Small,62S18_2957
24,58.09,3,1394.16,Shipped,2,4,2004,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Small,62S18_2957
49,53.72,3,2632.28,Shipped,2,6,2004,Vintage Cars,The Sharp Gifts Warehouse,San Jose,USA,Small,62S18_2957
32,63.08,1,2018.56,Shipped,3,7,2004,Vintage Cars,Salzburg Collectables,Salzburg,Austria,Small,62S18_2957
43,68.71,5,2954.53,Shipped,3,8,2004,Vintage Cars,Amica Models & Co.,Torino,Italy,Small,62S18_2957
37,50.59,14,1871.83,Shipped,3,9,2004,Vintage Cars,Scandinavian Gift Ideas,Boras,Sweden,Small,62S18_2957
24,64.96,9,1559.04,Shipped,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,France,Small,62S18_2957
35,53.72,6,1880.2,Shipped,4,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,62S18_2957
41,29.87,13,1224.67,Shipped,4,11,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,USA,Small,62S18_2957
26,100.0,17,2979.08,Shipped,4,11,2004,Vintage Cars,"AV Stores, Co.",Manchester,UK,Small,62S18_2957
34,64.96,10,2208.64,Shipped,4,11,2004,Vintage Cars,"Australian Collectors, Co.",Melbourne,Australia,Small,62S18_2957
49,70.58,5,3458.42,Shipped,4,12,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,62S18_2957
28,44.21,6,1237.88,Shipped,1,1,2005,Vintage Cars,Collectables For Less Inc.,Brickhaven,USA,Small,62S18_2957
40,68.08,4,2723.2,Shipped,1,2,2005,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,USA,Small,62S18_2957
37,59.96,3,2218.52,Shipped,1,3,2005,Vintage Cars,Mini Auto Werke,Graz,Austria,Small,62S18_2957
31,53.72,3,1665.32,In Process,2,5,2005,Vintage Cars,Petit Auto,Bruxelles,Belgium,Small,62S18_2957
41,83.44,18,3421.04,Shipped,1,2,2003,Ships,Rovelli Gifts,Bergamo,Italy,Medium,86S18_3029
21,89.46,9,1878.66,Shipped,2,4,2003,Ships,Salzburg Collectables,Salzburg,Austria,Small,86S18_3029
40,96.34,2,3853.6,Shipped,2,6,2003,Ships,Auto-Moto Classics Inc.,Brickhaven,USA,Medium,86S18_3029
46,74.84,13,3442.64,Shipped,3,8,2003,Ships,Mini Creations Ltd.,New Bedford,USA,Medium,86S18_3029
44,79.14,11,3482.16,Shipped,4,10,2003,Ships,"Toys of Finland, Co.",Helsinki,Finland,Medium,86S18_3029
46,73.12,7,3363.52,Cancelled,4,10,2003,Ships,Scandinavian Gift Ideas,Boras,Sweden,Medium,86S18_3029
41,81.72,10,3350.52,Shipped,4,11,2003,Ships,Alpha Cognac,Toulouse,France,Medium,86S18_3029
32,89.46,7,2862.72,Shipped,4,11,2003,Ships,"Double Decker Gift Stores, Ltd",London,UK,Small,86S18_3029
46,87.74,4,4036.04,Shipped,4,11,2003,Ships,Enaco Distributors,Barcelona,Spain,Medium,86S18_3029
28,100.0,6,2817.92,Shipped,1,1,2004,Ships,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,Small,86S18_3029
49,94.62,10,4636.38,Shipped,1,2,2004,Ships,Collectable Mini Designs Co.,San Diego,USA,Medium,86S18_3029
21,73.98,1,1553.58,Cancelled,2,5,2004,Ships,Land of Toys Inc.,NYC,USA,Small,86S18_3029
32,84.3,15,2697.6,Cancelled,2,6,2004,Ships,Euro Shopping Channel,Madrid,Spain,Small,86S18_3029
34,98.06,2,3334.04,Shipped,3,7,2004,Ships,Petit Auto,Bruxelles,Belgium,Medium,86S18_3029
21,98.06,4,2059.26,Shipped,3,8,2004,Ships,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Small,86S18_3029
21,96.34,13,2023.14,Shipped,3,9,2004,Ships,"Bavarian Collectables Imports, Co.",Munich,Germany,Small,86S18_3029
31,83.44,7,2586.64,Shipped,4,10,2004,Ships,"Classic Gift Ideas, Inc",Philadelphia,USA,Small,86S18_3029
21,94.62,15,1987.02,Shipped,4,11,2004,Ships,giftsbymail.co.uk,Cowes,UK,Small,86S18_3029
25,45.86,5,1146.5,Resolved,4,11,2004,Ships,Danish Wholesale Imports,Kobenhavn,Denmark,Small,86S18_3029
28,82.58,3,2312.24,Shipped,4,11,2004,Ships,Royale Belge,Charleroi,Belgium,Small,86S18_3029
